ID_Estudiante,Alumno,Semana,Fecha Inicio,Fecha Fin,Comunicación,Matemática,Ciencia y Tecnología,Personal Social,Educación Religiosa,Educación Física,Arte,Inglés,Promedio,Clases Asistidas,Clases Totales,Asistencia (%),Progreso Académico (%),Desempeño academico
EST008,Daniela Estefanía Vásquez Ruiz,7,5/12/2025,5/16/2025,17,17,19,16,16,20,17,17,17.4,5,5,100,70.6,Alto
EST009,Diana Sofia Campos Díaz,7,5/12/2025,5/16/2025,17,17,17,17,20,20,17,16,17.6,5,5,100,69.4,Alto
EST010,Eduardo Enrique Prado Jiménez,7,5/12/2025,5/16/2025,19,17,19,16,17,20,17,17,17.8,5,5,100,83.1,Alto
EST011,Felipe Augusto Espinoza Torres,7,5/12/2025,5/16/2025,20,17,20,20,16,17,20,16,18.3,5,5,100,83.75,Alto
EST012,Gabriela Isabel Ríos Medina,7,5/12/2025,5/16/2025,16,19,17,16,17,16,19,17,17.1,4,5,80,75,Medio
EST013,Gisela Emilia Contreras Mendizábal,7,5/12/2025,5/16/2025,16,16,19,18,16,16,17,16,16.8,5,5,100,76.25,Bajo
EST014,Hugo Francisco Mendoza Rojas,7,5/12/2025,5/16/2025,17,16,17,17,17,17,20,16,17.1,5,5,100,67.5,Alto
EST015,Jorge Eduardo Salazar Peña,7,5/12/2025,5/16/2025,16,20,16,20,19,19,19,17,18.3,5,5,100,83.1,Alto
EST016,José Antonio Díaz Romero,7,5/12/2025,5/16/2025,16,16,16,20,18,17,17,19,17.4,5,5,100,84.4,Alto
EST017,Juan Carlos Morales Miranda,7,5/12/2025,5/16/2025,17,17,17,18,16,17,16,17,16.9,5,5,100,71.25,Bajo
EST018,Laura Valentina Paredes Silva,7,5/12/2025,5/16/2025,17,18,20,18,16,17,16,17,17.4,5,5,100,75,Bajo
EST019,Luciana Andrea Vásquez Romero,7,5/12/2025,5/16/2025,17,20,17,18,17,16,18,16,17.4,5,5,100,80.6,Alto
EST020,Luis Alberto García Pérez,7,5/12/2025,5/16/2025,16,17,17,20,18,17,18,17,17.5,5,5,100,71.9,Alto
EST021,Magdalena Alejandra Torres Mendoza,7,5/12/2025,5/16/2025,19,19,18,19,17,16,17,17,17.8,5,5,100,82.5,Alto
EST022,María Fernanda Gutiérrez Rojas,7,5/12/2025,5/16/2025,19,17,17,17,17,18,17,17,17.4,5,5,100,63.75,Bajo
EST023,Naomi Emilia Cervantes Herrera,7,5/12/2025,5/16/2025,19,17,17,17,16,17,17,17,17.4,5,5,100,67.5,Alto
EST024,Natalia Eugenia Chávez Herrera,7,5/12/2025,5/16/2025,16,17,17,17,19,20,18,17,17.4,5,5,100,75,Bajo
EST025,Pablo Daniel Cabrera Luna,7,5/12/2025,5/16/2025,17,19,19,19,18,17,17,17,17.4,5,5,100,75,Alto
EST026,Paula Renata Gómez Silva,7,5/12/2025,5/16/2025,19,17,16,17,19,17,17,20,17.0,5,5,100,74.4,Alto
EST027,Renata Alejandra Olivos Díaz,7,5/12/2025,5/16/2025,17,17,17,19,17,17,17,18,17.4,5,5,100,75,Alto
EST028,Ricardo José Navarro Campos,7,5/12/2025,5/16/2025,16,17,16,17,17,17,16,17,17.0,5,5,100,61.9,Bajo
EST029,Sofía Camila Gutiérrez Salazar,7,5/12/2025,5/16/2025,16,17,17,16,20,16,17,17,17.0,5,5,100,77.5,Bajo
EST030,Sonia Valentina Quispe López,7,5/12/2025,5/16/2025,17,17,20,16,18,16,17,18,17.4,5,5,100,78.1,Alto
EST031,Valeria Alejandra Paredes Flores,7,5/12/2025,5/16/2025,17,18,17,16,17,17,17,17,17.0,5,5,100,70.6,Medio
EST001,Adriana Beatriz León Vargas,8,5/19/2025,5/23/2025,17,17,17,16,16,16,17,16,16.5,5,5,100,65,Bajo
EST002,Ariana Michelle León Cordero,8,5/19/2025,5/23/2025,17,16,20,17,17,17,16,16,17.0,5,5,100,78.75,Alto
EST003,Andrés Felipe Guerrero Soto,8,5/19/2025,5/23/2025,16,16,19,18,16,17,17,16,16.9,5,5,100,74.4,Bajo
EST004,Camila Estefanía Salazar Vega,8,5/19/2025,5/23/2025,16,17,17,19,16,17,16,17,16.9,5,5,100,70,Bajo
EST005,Carlos Andrés Herrera Medina,8,5/19/2025,5/23/2025,20,17,16,17,19,16,17,17,17.4,5,5,100,68.75,Medio
EST006,Carmen Rosa Méndez Fuentes,8,5/19/2025,5/23/2025,20,20,16,16,16,17,18,17,17.5,5,5,100,78.75,Medio
EST007,Dafne Isabel Castro Díaz,8,5/19/2025,5/23/2025,19,17,16,16,17,17,17,17,17.0,5,5,100,71.9,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,8,5/19/2025,5/23/2025,17,16,17,16,17,19,19,16,17.1,5,5,100,77.5,Bajo
EST009,Diana Sofia Campos Díaz,8,5/19/2025,5/23/2025,16,17,19,17,16,16,17,17,16.9,5,5,100,70,Bajo
EST010,Eduardo Enrique Prado Jiménez,8,5/19/2025,5/23/2025,17,17,16,17,17,16,19,17,17.0,5,5,100,65.6,Bajo
EST011,Felipe Augusto Espinoza Torres,8,5/19/2025,5/23/2025,17,17,19,20,17,19,17,20,18.3,5,5,100,78.1,Medio
EST012,Gabriela Isabel Ríos Medina,8,5/19/2025,5/23/2025,17,19,17,17,17,17,17,20,17.6,3,5,60,74.4,Alto
EST013,Gisela Emilia Contreras Mendizábal,8,5/19/2025,5/23/2025,16,16,17,16,19,17,17,17,16.9,5,5,100,75.6,Alto
EST014,Hugo Francisco Mendoza Rojas,8,5/19/2025,5/23/2025,16,17,17,16,17,20,17,19,17.4,5,5,100,70,Alto
EST015,Jorge Eduardo Salazar Peña,8,5/19/2025,5/23/2025,16,19,17,19,17,17,20,17,17.8,5,5,100,73.1,Bajo
EST016,José Antonio Díaz Romero,8,5/19/2025,5/23/2025,17,17,16,16,19,19,20,17,17.6,5,5,100,81.9,Alto
EST017,Juan Carlos Morales Miranda,8,5/19/2025,5/23/2025,16,17,17,20,16,16,16,17,16.9,5,5,100,78.75,Medio
EST018,Laura Valentina Paredes Silva,8,5/19/2025,5/23/2025,17,17,17,19,20,19,20,17,18.3,5,5,100,85.6,Alto
EST019,Luciana Andrea Vásquez Romero,8,5/19/2025,5/23/2025,20,17,16,18,16,20,20,16,17.9,5,5,100,88.1,Alto
EST020,Luis Alberto García Pérez,8,5/19/2025,5/23/2025,17,17,16,16,20,17,17,20,17.5,5,5,100,77.5,Medio
EST021,Magdalena Alejandra Torres Mendoza,8,5/19/2025,5/23/2025,17,17,18,16,17,17,19,17,17.3,5,5,100,67.5,Bajo
EST022,María Fernanda Gutiérrez Rojas,8,5/19/2025,5/23/2025,17,17,16,19,17,20,17,16,17.4,5,5,100,75.6,Medio
EST023,Naomi Emilia Cervantes Herrera,8,5/19/2025,5/23/2025,16,16,17,17,17,16,16,17,16.5,5,5,100,64.4,Bajo
EST024,Natalia Eugenia Chávez Herrera,8,5/19/2025,5/23/2025,17,17,16,17,19,18,19,17,17.5,5,5,100,73.1,Alto
EST025,Pablo Daniel Cabrera Luna,8,5/19/2025,5/23/2025,16,17,16,17,19,16,19,17,17.1,5,5,100,75.6,Bajo
EST026,Paula Renata Gómez Silva,8,5/19/2025,5/23/2025,16,17,16,18,16,16,18,17,16.8,5,5,100,71.9,Bajo
EST027,Renata Alejandra Olivos Díaz,8,5/19/2025,5/23/2025,17,17,16,18,17,16,17,16,16.8,5,5,100,71.25,Bajo
EST028,Ricardo José Navarro Campos,8,5/19/2025,5/23/2025,20,17,19,17,19,17,16,16,17.6,5,5,100,78.1,Alto
EST029,Sofía Camila Gutiérrez Salazar,8,5/19/2025,5/23/2025,17,16,16,17,17,16,19,16,16.8,5,5,100,75,Bajo
EST030,Sonia Valentina Quispe López,8,5/19/2025,5/23/2025,20,17,19,20,16,16,20,17,18.1,5,5,100,86.9,Alto
EST031,Valeria Alejandra Paredes Flores,8,5/19/2025,5/23/2025,17,17,17,16,16,16,17,19,16.9,5,5,100,75.6,Bajo
EST001,Adriana Beatriz León Vargas,9,5/26/2025,5/30/2025,17,17,17,18,17,17,17,16,17.0,5,5,100,79.4,Alto
EST002,Ariana Michelle León Cordero,9,5/26/2025,5/30/2025,17,20,17,17,16,17,16,17,17.1,5,5,100,74.4,Alto
EST003,Andrés Felipe Guerrero Soto,9,5/26/2025,5/30/2025,18,17,20,19,17,18,17,16,17.8,5,5,100,83.1,Alto
EST004,Camila Estefanía Salazar Vega,9,5/26/2025,5/30/2025,16,19,20,17,20,17,19,18,18.3,5,5,100,85,Alto
EST005,Carlos Andrés Herrera Medina,9,5/26/2025,5/30/2025,16,18,17,16,16,16,17,17,16.6,5,5,100,72.5,Bajo
EST006,Carmen Rosa Méndez Fuentes,9,5/26/2025,5/30/2025,16,17,19,17,17,16,17,16,16.9,5,5,100,72.5,Bajo
EST007,Dafne Isabel Castro Díaz,9,5/26/2025,5/30/2025,19,17,17,17,17,17,17,17,17.3,5,5,100,66.9,Alto
EST008,Daniela Estefanía Vásquez Ruiz,9,5/26/2025,5/30/2025,20,17,17,16,17,17,16,18,17.3,4,5,80,71.9,Alto
EST009,Diana Sofia Campos Díaz,9,5/26/2025,5/30/2025,16,17,17,17,17,16,16,17,16.6,5,5,100,70,Bajo
EST010,Eduardo Enrique Prado Jiménez,9,5/26/2025,5/30/2025,17,19,17,17,16,17,16,16,16.9,5,5,100,70.6,Bajo
EST011,Felipe Augusto Espinoza Torres,9,5/26/2025,5/30/2025,17,19,16,16,17,17,17,18,17.1,5,5,100,71.25,Bajo
EST012,Gabriela Isabel Ríos Medina,9,5/26/2025,5/30/2025,16,17,18,20,17,17,17,16,17.3,5,5,100,76.9,Bajo
EST013,Gisela Emilia Contreras Mendizábal,9,5/26/2025,5/30/2025,17,16,20,16,19,19,17,19,17.9,5,5,100,83.75,Alto
EST014,Hugo Francisco Mendoza Rojas,9,5/26/2025,5/30/2025,20,16,17,16,17,18,19,16,17.4,5,5,100,81.9,Medio
EST015,Jorge Eduardo Salazar Peña,9,5/26/2025,5/30/2025,19,17,16,17,16,17,18,17,17.1,5,5,100,68.1,Bajo
EST016,José Antonio Díaz Romero,9,5/26/2025,5/30/2025,17,16,17,17,16,17,17,20,17.1,5,5,100,75,Bajo
EST017,Juan Carlos Morales Miranda,9,5/26/2025,5/30/2025,16,16,17,17,16,17,19,16,16.8,5,5,100,72.5,Bajo
EST018,Laura Valentina Paredes Silva,9,5/26/2025,5/30/2025,19,20,16,17,17,20,18,19,18.3,5,5,100,84.4,Medio
EST019,Luciana Andrea Vásquez Romero,9,5/26/2025,5/30/2025,16,16,18,19,16,17,17,16,16.9,5,5,100,73.1,Bajo
EST020,Luis Alberto García Pérez,9,5/26/2025,5/30/2025,18,16,20,17,17,17,20,20,18.1,5,5,100,84.4,Alto
EST021,Magdalena Alejandra Torres Mendoza,9,5/26/2025,5/30/2025,19,16,17,17,16,19,17,17,17.3,5,5,100,71.25,Medio
EST022,María Fernanda Gutiérrez Rojas,9,5/26/2025,5/30/2025,20,17,16,17,17,17,17,16,17.1,5,5,100,67.5,Bajo
EST023,Naomi Emilia Cervantes Herrera,9,5/26/2025,5/30/2025,18,19,20,17,16,16,18,16,17.5,5,5,100,81.9,Alto
EST024,Natalia Eugenia Chávez Herrera,9,5/26/2025,5/30/2025,16,17,17,19,17,17,19,16,17.3,5,5,100,76.9,Bajo
EST025,Pablo Daniel Cabrera Luna,9,5/26/2025,5/30/2025,19,17,18,17,17,16,17,16,17.1,5,5,100,67.5,Medio
EST026,Paula Renata Gómez Silva,9,5/26/2025,5/30/2025,17,17,16,16,17,17,17,17,16.8,5,5,100,64.4,Medio
EST027,Renata Alejandra Olivos Díaz,9,5/26/2025,5/30/2025,17,16,17,17,17,17,17,17,16.9,5,5,100,62.5,Alto
EST028,Ricardo José Navarro Campos,9,5/26/2025,5/30/2025,17,17,17,16,16,16,16,16,16.4,5,5,100,68.75,Bajo
EST029,Sofía Camila Gutiérrez Salazar,9,5/26/2025,5/30/2025,16,20,18,17,17,17,17,17,17.4,5,5,100,69.4,Alto
EST030,Sonia Valentina Quispe López,9,5/26/2025,5/30/2025,19,17,17,17,17,20,17,17,17.6,5,5,100,70.6,Bajo
EST031,Valeria Alejandra Paredes Flores,9,5/26/2025,5/30/2025,16,17,16,17,16,17,17,16,16.5,5,5,100,65.6,Bajo
EST001,Adriana Beatriz León Vargas,10,6/2/2025,6/6/2025,16,19,18,17,17,20,20,17,18.0,5,5,100,76.9,Alto
EST002,Ariana Michelle León Cordero,10,6/2/2025,6/6/2025,17,17,19,17,17,19,18,17,17.6,5,5,100,74.4,Alto
EST003,Andrés Felipe Guerrero Soto,10,6/2/2025,6/6/2025,17,16,18,17,20,17,17,17,17.4,5,5,100,63.75,Bajo
EST004,Camila Estefanía Salazar Vega,10,6/2/2025,6/6/2025,17,19,17,19,16,17,19,17,17.6,5,5,100,76.25,Bajo
EST005,Carlos Andrés Herrera Medina,10,6/2/2025,6/6/2025,17,16,16,16,17,17,20,19,17.3,5,5,100,73.1,Alto
EST006,Carmen Rosa Méndez Fuentes,10,6/2/2025,6/6/2025,16,16,17,17,18,16,19,16,16.9,5,5,100,73.75,Medio
EST007,Dafne Isabel Castro Díaz,10,6/2/2025,6/6/2025,19,17,16,17,17,20,17,17,17.5,5,5,100,69.4,Alto
EST008,Daniela Estefanía Vásquez Ruiz,10,6/2/2025,6/6/2025,16,20,17,16,19,20,18,16,17.8,5,5,100,82.5,Alto
EST009,Diana Sofia Campos Díaz,10,6/2/2025,6/6/2025,17,16,20,20,16,16,16,16,17.1,5,5,100,74.4,Alto
EST010,Eduardo Enrique Prado Jiménez,10,6/2/2025,6/6/2025,18,17,16,18,20,16,17,16,17.3,5,5,100,80,Alto
EST011,Felipe Augusto Espinoza Torres,10,6/2/2025,6/6/2025,19,16,18,19,17,18,18,17,17.8,5,5,100,81.9,Alto
EST012,Gabriela Isabel Ríos Medina,10,6/2/2025,6/6/2025,16,17,17,17,20,17,20,18,17.8,5,5,100,73.75,Alto
EST013,Gisela Emilia Contreras Mendizábal,10,6/2/2025,6/6/2025,16,16,16,17,17,16,17,16,16.4,5,5,100,67.5,Bajo
EST014,Hugo Francisco Mendoza Rojas,10,6/2/2025,6/6/2025,20,17,17,17,17,19,17,17,17.6,5,5,100,69.4,Alto
EST015,Jorge Eduardo Salazar Peña,10,6/2/2025,6/6/2025,16,20,19,19,17,16,17,19,17.9,5,5,100,80.6,Alto
EST016,José Antonio Díaz Romero,10,6/2/2025,6/6/2025,17,17,17,17,16,18,17,17,17.0,5,5,100,70.6,Bajo
EST017,Juan Carlos Morales Miranda,10,6/2/2025,6/6/2025,20,17,18,17,20,16,19,19,18.3,5,5,100,84.4,Alto
EST018,Laura Valentina Paredes Silva,10,6/2/2025,6/6/2025,16,16,17,19,17,20,19,16,17.5,5,5,100,81.25,Bajo
EST019,Luciana Andrea Vásquez Romero,10,6/2/2025,6/6/2025,16,20,16,18,18,18,16,17,17.4,5,5,100,81.25,Alto
EST020,Luis Alberto García Pérez,10,6/2/2025,6/6/2025,19,16,20,17,20,18,19,16,18.1,4,5,80,90,Medio
EST021,Magdalena Alejandra Torres Mendoza,10,6/2/2025,6/6/2025,17,16,19,17,17,17,17,17,17.1,5,5,100,72.5,Bajo
EST022,María Fernanda Gutiérrez Rojas,10,6/2/2025,6/6/2025,18,20,17,17,17,16,16,17,17.3,5,5,100,73.75,Alto
EST023,Naomi Emilia Cervantes Herrera,10,6/2/2025,6/6/2025,19,17,17,17,20,17,19,18,18.0,5,5,100,78.1,Alto
EST024,Natalia Eugenia Chávez Herrera,10,6/2/2025,6/6/2025,17,17,17,16,17,16,17,20,17.1,5,5,100,70,Bajo
EST025,Pablo Daniel Cabrera Luna,10,6/2/2025,6/6/2025,17,17,19,17,17,17,16,17,17.1,5,5,100,68.1,Medio
EST026,Paula Renata Gómez Silva,10,6/2/2025,6/6/2025,16,17,16,17,17,17,20,16,17.0,5,5,100,73.1,Alto
EST027,Renata Alejandra Olivos Díaz,10,6/2/2025,6/6/2025,16,16,17,17,18,16,17,17,16.8,5,5,100,67.5,Bajo
EST028,Ricardo José Navarro Campos,10,6/2/2025,6/6/2025,18,17,18,17,16,16,16,18,17.0,5,5,100,80,Alto
EST029,Sofía Camila Gutiérrez Salazar,10,6/2/2025,6/6/2025,17,16,17,18,20,17,18,17,17.5,5,5,100,75.6,Alto
EST030,Sonia Valentina Quispe López,10,6/2/2025,6/6/2025,16,17,17,18,16,17,17,17,17.5,5,5,100,71.25,Bajo
EST031,Valeria Alejandra Paredes Flores,10,6/2/2025,6/6/2025,17,17,16,18,16,17,17,16,17.5,5,5,100,71.25,Alto
EST001,Adriana Beatriz León Vargas,11,6/9/2025,6/13/2025,19,20,16,16,20,16,17,17,17.5,5,5,100,80,Bajo
EST002,Ariana Michelle León Cordero,11,6/9/2025,6/13/2025,16,17,20,18,18,19,20,17,17.1,5,5,100,85,Bajo
EST003,Andrés Felipe Guerrero Soto,11,6/9/2025,6/13/2025,16,17,16,16,17,17,16,16,17.5,5,5,100,63.75,Alto
EST004,Camila Estefanía Salazar Vega,11,6/9/2025,6/13/2025,17,17,17,17,17,17,16,19,17.1,5,5,100,73.1,Bajo
EST005,Carlos Andrés Herrera Medina,11,6/9/2025,6/13/2025,16,18,17,17,17,17,19,16,17.1,5,5,100,68.75,Bajo
EST006,Carmen Rosa Méndez Fuentes,11,6/9/2025,6/13/2025,17,17,17,19,17,16,17,20,17.5,5,5,100,76.25,Alto
EST007,Dafne Isabel Castro Díaz,11,6/9/2025,6/13/2025,19,16,19,17,16,17,17,17,17.3,5,5,100,72.5,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,11,6/9/2025,6/13/2025,16,16,17,19,18,17,16,19,17.3,5,5,100,81.25,Bajo
EST009,Diana Sofia Campos Díaz,11,6/9/2025,6/13/2025,17,18,16,16,16,17,17,20,17.1,5,5,100,70,Medio
EST010,Eduardo Enrique Prado Jiménez,11,6/9/2025,6/13/2025,19,17,17,19,17,17,18,16,17.5,5,5,100,71.25,Alto
EST011,Felipe Augusto Espinoza Torres,11,6/9/2025,6/13/2025,19,17,19,20,16,16,16,18,17.6,5,5,100,83.1,Bajo
EST012,Gabriela Isabel Ríos Medina,11,6/9/2025,6/13/2025,18,17,17,17,20,16,18,16,17.4,5,5,100,78.1,Bajo
EST013,Gisela Emilia Contreras Mendizábal,11,6/9/2025,6/13/2025,16,20,17,17,16,19,17,17,17.4,5,5,100,75,Alto
EST014,Hugo Francisco Mendoza Rojas,11,6/9/2025,6/13/2025,19,17,18,19,19,17,20,17,18.3,5,5,100,82.5,Alto
EST015,Jorge Eduardo Salazar Peña,11,6/9/2025,6/13/2025,17,16,20,16,17,19,18,17,17.5,5,5,100,76.9,Bajo
EST016,José Antonio Díaz Romero,11,6/9/2025,6/13/2025,17,16,17,17,16,17,17,16,16.6,5,5,100,66.9,Bajo
EST017,Juan Carlos Morales Miranda,11,6/9/2025,6/13/2025,16,17,16,17,16,20,17,16,16.9,5,5,100,71.25,Bajo
EST018,Laura Valentina Paredes Silva,11,6/9/2025,6/13/2025,16,16,17,17,17,20,17,17,17.1,5,5,100,71.9,Bajo
EST019,Luciana Andrea Vásquez Romero,11,6/9/2025,6/13/2025,20,17,17,16,20,18,17,20,18.1,5,5,100,85,Alto
EST020,Luis Alberto García Pérez,11,6/9/2025,6/13/2025,17,17,19,17,16,16,17,16,16.9,5,5,100,77.5,Bajo
EST021,Magdalena Alejandra Torres Mendoza,11,6/9/2025,6/13/2025,17,19,16,18,17,19,19,17,17.8,5,5,100,82.5,Alto
EST022,María Fernanda Gutiérrez Rojas,11,6/9/2025,6/13/2025,17,17,16,20,20,16,20,17,17.9,5,5,100,78.1,Alto
EST023,Naomi Emilia Cervantes Herrera,11,6/9/2025,6/13/2025,16,17,20,17,17,16,17,16,17.0,5,5,100,65,Bajo
EST024,Natalia Eugenia Chávez Herrera,11,6/9/2025,6/13/2025,17,19,17,17,17,18,16,17,17.3,5,5,100,78.75,Alto
EST025,Pablo Daniel Cabrera Luna,11,6/9/2025,6/13/2025,16,18,20,17,16,17,17,17,17.3,5,5,100,78.1,Alto
EST026,Paula Renata Gómez Silva,11,6/9/2025,6/13/2025,17,19,16,17,18,19,16,16,17.3,5,5,100,79.4,Alto
EST027,Renata Alejandra Olivos Díaz,11,6/9/2025,6/13/2025,20,17,16,16,17,17,17,16,17.0,5,5,100,73.1,Alto
EST028,Ricardo José Navarro Campos,11,6/9/2025,6/13/2025,18,19,18,17,17,17,16,17,17.4,5,5,100,72.5,Alto
EST029,Sofía Camila Gutiérrez Salazar,11,6/9/2025,6/13/2025,17,17,18,18,18,19,16,17,17.5,5,5,100,73.75,Medio
EST030,Sonia Valentina Quispe López,11,6/9/2025,6/13/2025,17,20,17,20,16,18,17,17,17.8,5,5,100,82.5,Alto
EST031,Valeria Alejandra Paredes Flores,11,6/9/2025,6/13/2025,18,20,19,16,16,17,18,18,17.8,5,5,100,83.75,Alto
EST001,Adriana Beatriz León Vargas,12,6/16/2025,6/20/2025,17,17,16,16,16,18,20,17,17.1,5,5,100,77.5,Bajo
EST002,Ariana Michelle León Cordero,12,6/16/2025,6/20/2025,17,17,18,17,17,17,17,20,17.5,5,5,100,68.75,Alto
EST003,Andrés Felipe Guerrero Soto,12,6/16/2025,6/20/2025,17,20,17,17,16,18,17,19,17.6,5,5,100,76.9,Alto
EST004,Camila Estefanía Salazar Vega,12,6/16/2025,6/20/2025,17,20,17,17,18,17,16,16,17.3,5,5,100,72.5,Alto
EST005,Carlos Andrés Herrera Medina,12,6/16/2025,6/20/2025,16,17,16,17,19,16,17,16,16.8,5,5,100,70,Bajo
EST006,Carmen Rosa Méndez Fuentes,12,6/16/2025,6/20/2025,17,16,16,19,16,18,16,19,17.1,5,5,100,81.25,Bajo
EST007,Dafne Isabel Castro Díaz,12,6/16/2025,6/20/2025,18,17,17,17,16,17,17,16,16.9,5,5,100,69.4,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,12,6/16/2025,6/20/2025,17,16,19,17,17,16,17,17,17.0,5,5,100,66.9,Bajo
EST009,Diana Sofia Campos Díaz,12,6/16/2025,6/20/2025,20,16,16,20,17,20,18,19,18.3,5,5,100,85,Alto
EST010,Eduardo Enrique Prado Jiménez,12,6/16/2025,6/20/2025,20,17,17,17,17,18,17,17,17.5,5,5,100,75.6,Medio
EST011,Felipe Augusto Espinoza Torres,12,6/16/2025,6/20/2025,16,17,16,16,19,16,17,16,16.6,5,5,100,70,Bajo
EST012,Gabriela Isabel Ríos Medina,12,6/16/2025,6/20/2025,16,20,20,19,16,18,16,19,18.0,5,5,100,87.5,Alto
EST013,Gisela Emilia Contreras Mendizábal,12,6/16/2025,6/20/2025,16,18,16,17,17,17,16,18,16.9,5,5,100,68.75,Bajo
EST014,Hugo Francisco Mendoza Rojas,12,6/16/2025,6/20/2025,17,18,19,17,17,17,20,17,17.8,5,5,100,70.6,Bajo
EST015,Jorge Eduardo Salazar Peña,12,6/16/2025,6/20/2025,16,18,16,19,20,17,19,16,17.6,5,5,100,81.9,Alto
EST016,José Antonio Díaz Romero,12,6/16/2025,6/20/2025,17,17,17,17,17,17,17,19,17.3,5,5,100,67.5,Alto
EST017,Juan Carlos Morales Miranda,12,6/16/2025,6/20/2025,17,17,17,17,17,20,17,17,17.4,5,5,100,71.9,Alto
EST018,Laura Valentina Paredes Silva,12,6/16/2025,6/20/2025,17,16,17,16,17,17,19,20,17.4,5,5,100,70.6,Alto
EST019,Luciana Andrea Vásquez Romero,12,6/16/2025,6/20/2025,17,16,17,17,17,16,17,17,16.8,5,5,100,63.1,Bajo
EST020,Luis Alberto García Pérez,12,6/16/2025,6/20/2025,17,19,16,17,19,17,17,17,17.4,5,5,100,69.4,Alto
EST021,Magdalena Alejandra Torres Mendoza,12,6/16/2025,6/20/2025,17,20,16,16,18,16,17,16,17.0,5,5,100,78.1,Bajo
EST022,María Fernanda Gutiérrez Rojas,12,6/16/2025,6/20/2025,19,20,17,19,18,16,18,16,17.9,5,5,100,85,Medio
EST023,Naomi Emilia Cervantes Herrera,12,6/16/2025,6/20/2025,17,16,17,16,19,18,17,17,17.1,5,5,100,78.1,Alto
EST024,Natalia Eugenia Chávez Herrera,12,6/16/2025,6/20/2025,17,16,18,16,19,17,20,20,17.9,5,5,100,81.9,Alto
EST025,Pablo Daniel Cabrera Luna,12,6/16/2025,6/20/2025,17,17,17,16,19,19,18,17,17.5,5,5,100,76.9,Alto
EST026,Paula Renata Gómez Silva,12,6/16/2025,6/20/2025,17,19,16,18,17,16,17,16,17.0,5,5,100,72.5,Bajo
EST027,Renata Alejandra Olivos Díaz,12,6/16/2025,6/20/2025,17,17,18,19,16,17,16,16,17.0,5,5,100,76.9,Medio
EST028,Ricardo José Navarro Campos,12,6/16/2025,6/20/2025,16,16,16,19,19,16,16,17,16.9,5,5,100,81.25,Bajo
EST029,Sofía Camila Gutiérrez Salazar,12,6/16/2025,6/20/2025,16,17,17,16,16,16,16,20,16.8,5,5,100,73.75,Bajo
EST030,Sonia Valentina Quispe López,12,6/16/2025,6/20/2025,16,17,17,18,16,19,17,16,17.0,5,5,100,73.1,Bajo
EST031,Valeria Alejandra Paredes Flores,12,6/16/2025,6/20/2025,17,16,17,17,17,17,17,17,16.9,5,5,100,66.25,Bajo
EST001,Adriana Beatriz León Vargas,13,6/23/2025,6/27/2025,17,20,17,16,17,17,17,16,17.1,5,5,100,69.4,Medio
EST002,Ariana Michelle León Cordero,13,6/23/2025,6/27/2025,17,19,17,16,16,17,17,18,17.1,5,5,100,74.4,Bajo
EST003,Andrés Felipe Guerrero Soto,13,6/23/2025,6/27/2025,17,16,20,17,16,17,16,17,17.0,5,5,100,78.1,Bajo
EST004,Camila Estefanía Salazar Vega,13,6/23/2025,6/27/2025,16,16,17,17,17,17,16,17,16.6,5,5,100,75,Bajo
EST005,Carlos Andrés Herrera Medina,13,6/23/2025,6/27/2025,16,16,16,17,16,16,17,17,16.4,5,5,100,68.1,Bajo
EST006,Carmen Rosa Méndez Fuentes,13,6/23/2025,6/27/2025,16,19,17,17,18,17,19,17,17.5,5,5,100,78.75,Alto
EST007,Dafne Isabel Castro Díaz,13,6/23/2025,6/27/2025,17,17,17,19,17,20,17,16,17.5,5,5,100,71.9,Alto
EST008,Daniela Estefanía Vásquez Ruiz,13,6/23/2025,6/27/2025,17,17,19,16,16,17,17,17,17.0,5,5,100,73.75,Medio
EST009,Diana Sofia Campos Díaz,13,6/23/2025,6/27/2025,18,18,17,20,20,17,20,20,18.8,5,5,100,85,Alto
EST010,Eduardo Enrique Prado Jiménez,13,6/23/2025,6/27/2025,16,18,17,19,17,20,17,20,18.0,5,5,100,76.9,Alto
EST011,Felipe Augusto Espinoza Torres,13,6/23/2025,6/27/2025,19,17,16,17,17,17,17,20,17.5,5,5,100,72.5,Alto
EST012,Gabriela Isabel Ríos Medina,13,6/23/2025,6/27/2025,18,17,17,16,17,17,18,17,17.1,5,5,100,71.25,Bajo
EST013,Gisela Emilia Contreras Mendizábal,13,6/23/2025,6/27/2025,20,16,16,16,20,17,16,17,17.3,5,5,100,80.6,Alto
EST014,Hugo Francisco Mendoza Rojas,13,6/23/2025,6/27/2025,20,20,17,18,16,16,18,17,17.8,5,5,100,77.5,Medio
EST015,Jorge Eduardo Salazar Peña,13,6/23/2025,6/27/2025,16,16,17,20,17,19,17,17,17.4,4,5,80,71.9,Bajo
EST016,José Antonio Díaz Romero,13,6/23/2025,6/27/2025,17,16,19,19,17,17,16,17,17.3,5,5,100,80,Medio
EST017,Juan Carlos Morales Miranda,13,6/23/2025,6/27/2025,17,17,18,16,20,17,17,16,17.3,5,5,100,70.6,Bajo
